plaintext,ciphertext,cipher_type,key
classical ciphers are educational,YPBWCBYEMGSIDISWKKAIEYMTPMPRKE,VIGENERE,WEBEKT
>> cryptography is fun,70706E2D3C373E3A21293C2F3E26376E273D6E283B20,XOR,78
>> side channel attacks are dangerous,62627C2F3538397C3F343D323239307C3D28283D3F372F7C3D2E397C383D323B392E33292F,XOR,92
Machine learning enhances cryptanalysis,74585A5150575C19555C584B5750575E195C575158575A5C4A195A4B40494D58575855404A504A,XOR,57
>> artificial intelligence changes security,RIKZWZTZRCZEKVCCZXVETVTYREXVJJVTLIZKP,CAESAR,17
artificial intelligence changes security!,EBF8FEE3ECE3E9E3EBE6AAE3E4FEEFE6E6E3EDEFE4E9EFAAE9E2EBE4EDEFF9AAF9EFE9FFF8E3FEF3AB,XOR,138
random forest is a strong classifier,XVXNUHPYXZCDONKCZMYXMXVKYNSPOZB,VIGENERE,GVKK
Data preprocessing is important,CZSZOQDOQNBDRRHMFHRHLONQSZMS,CAESAR,25
>> security depends on implementation,VZNXMTWTOHKPQYDRITPKWHHPQOLWDZQ,VIGENERE,DVL
SIDE CHANNEL ATTACKS ARE DANGEROUS,CDD7DADBBEDDD6DFD0D0DBD2BEDFCACADFDDD5CDBEDFCCDBBEDADFD0D9DBCCD1CBCD,XOR,158
SECURITY DEPENDS ON IMPLEMENTATION,OAYQNEPUZALAJZOKJEILHAIAJPWPEKJ,CAESAR,22
data preprocessing is important!,QNGNCERCEBPRFFVATVFVZCBEGNAG,CAESAR,13
>> classical ciphers are educational,7777692A25283A3A202A2825692A2039212C3B3A69283B2C692C2D3C2A283D2026272825,XOR,73
>> cryptography is fun,RSHJZYVSJJNIXTOOT,VIGENERE,PBJUGK
ciphertext only attack scenario,IOVNKXZKDZUTREGZZGIQYIKTGXOU,CAESAR,6
>> ciphertext only attack scenario,XDKCZMOZSOJIGTVOOVXFNXZIVMDJ,CAESAR,21
MACHINE LEARNING ENHANCES CRYPTANALYSIS,EFE3E1EAEBECE782EEE7E3F0ECEBECE582E7ECEAE3ECE1E7F182E1F0FBF2F6E3ECE3EEFBF1EBF1,XOR,162
this project uses python!,AOPZWYVQLJABZLZWFAOVU,CAESAR,7
ciphertext only attack scenario!,B1BBA2BAB7A0A6B7AAA6F2BDBCBEABF2B3A6A6B3B1B9F2A1B1B7BCB3A0BBBDF3,XOR,210
MACHINE LEARNING ENHANCES CRYPTANALYSIS,BPRWXCTATPGCXCVTCWPCRTHRGNEIPCPANHXH,CAESAR,15
data preprocessing is important,GDWDSUHSURFHVVLQJLVLPSRUWDQW,CAESAR,3
CRYPTOGRAPHY IS FUN,UYGHAWYYIHOGAZNMU,VIGENERE,SHI
random forest is a strong classifier!,EKNPJPSYRQNWVCAEOUBXGOGDFCIRDHE,VIGENERE,NKAMVD
ciphertext only attack scenario,DAD0C9D1DCCBCDDCC1CD99D6D7D5C099D8CDCDD8DAD299CADADCD7D8CBD0D6,XOR,185
security depends on implementation,E5F3F5E3E4FFE2EFB6F2F3E6F3F8F2E5B6F9F8B6FFFBE6FAF3FBF3F8E2F7E2FFF9F8,XOR,150
cryptography is fun,LQTYSJPQVYGTRRADM,VIGENERE,JZV
>> classical ciphers are educational,MVKCCSMKVMSZROBCKBOONEMKDSYXKV,CAESAR,10
side channel attacks are dangerous!,HNUTHYPSETQRIYRRPJPWVSFEVJIDZJ,VIGENERE,PFR
THIS PROJECT USES PYTHON,312D2C364535372A2F202631453036203645353C312D2A2B,XOR,101
Ciphertext only attack scenario,664C554D405751405D51054A4B495C0544515144464E055646404B44574C4A,XOR,37
Classical ciphers are educational,UDSKKAUSDUAHZWJKSJWWVMUSLAGFSD,CAESAR,18
CIPHERTEXT ONLY ATTACK SCENARIO,EKRJGTVGZVQPNACVVCEMUEGPCTKQ,CAESAR,2
>> cryptography is fun,5B5B4506171C15110A021704150D1C450C164503100B,XOR,101
>> ciphertext only attack scenario,MSZROBDOHDYXVIKDDKMUCMOXKBSY,CAESAR,10
This project uses python,HVWGDFCXSQHIGSGDMHVCB,CAESAR,14
CIPHERTEXT ONLY ATTACK SCENARIO,IOVNKXZKDZUTREGZZGIQYIKTGXOU,CAESAR,6
>> this project uses python,WMDRSWJIHHOTVJNOBYCNQ,VIGENERE,DFVZ
security depends on implementation,04121402051E030E5713120712191304571819571E1A071B121A12190316031E1819,XOR,119
ciphertext only attack scenario,KLVPHXBHDBRTTBGBWGKNYKHTIUOW,VIGENERE,IDG
security depends on implementation!,WZWBUMOSKHTZHKVSICTSPZGLQXVNPRR,VIGENERE,EVUHD
>> classical ciphers are educational,JSHZZPJHSJPWOLYZHYLLKBJHAPVUHS,CAESAR,7
data preprocessing is important!,WVCWHKZYNGVZBOAGBROAFKXNLTIC,VIGENERE,TVJWS
>> artificial intelligence changes security,60607E3F2C2A3738373D373F327E37302A3B323237393B303D3B7E3D363F30393B2D7E2D3B3D2B2C372A27,XOR,94
data preprocessing is important!,EBUBQSFQSPDFTTJOHJTJNQPSUBOU,CAESAR,1
